OMB Control No,Agency/Sub,Title,Request Type,Date Received,Concluded Date,Conclusion Action,Current Expiration Date,No. of ICs,No. of Forms,AdminYear,Web_ICR Ref. No.,Web_Request Type,Web_Date Received By OIRA,Web_Conclusion Date,Web_Conclusion Action,Request Year
1545-1695,TREAS/IRS,"Revenue Ruling 2000-33, Deferred Compensation Plans of State and Local Governments and Tax-Exempt Organizations",Extension without change of a currently approved collection,2/28/2013 0:00,4/2/2013 0:00,Approved without change,4/30/2016 0:00,1,0,2016,201301-1545-034,Discontinue,3/11/2016,3/11/2016,Approved,2016
1545-1696,TREAS/IRS,Political Organization Report of Contributions and Expenditures,Extension without change of a currently approved collection,3/28/2013 0:00,5/16/2013 0:00,Approved without change,5/31/2016 0:00,1,1,2016,201302-1545-001,Discontinue,5/16/2016,5/17/2016,Approved,2016
1545-1697,TREAS/IRS,Revenue Procedure 2000-35 - Section 1445 Withholding Certificates,Extension without change of a currently approved collection,4/24/2013 0:00,7/30/2013 0:00,Approved with change,7/31/2016 0:00,1,0,2016,201302-1545-024,Discontinue,7/14/2016,7/22/2016,Approved,2016
1545-1721,TREAS/IRS,Taxable REIT Subsidiary Election,Extension without change of a currently approved collection,9/18/2013 0:00,12/4/2013 0:00,Approved without change,12/31/2016 0:00,1,1,2016,201308-1545-069,Discontinue,12/6/2016,12/7/2016,Approved,2016
1545-1836,TREAS/IRS,Support Schedule for Advance Ruling Period,Extension without change of a currently approved collection,9/30/2013 0:00,12/4/2013 0:00,Approved without change,12/31/2016 0:00,1,1,2016,201309-1545-024,Discontinue,12/2/2016,12/2/2016,Approved,2016
1545-1846,TREAS/IRS,"Revenue Procedure 2003-48, Update of Checklist Questionnaire Regarding Requests for Spin-Off Rulings",Extension without change of a currently approved collection,2/25/2013 0:00,3/29/2013 0:00,Approved without change,3/31/2016 0:00,1,0,2016,201301-1545-008,Discontinue,3/31/2016,3/31/2016,Approved,2016
1545-1864,TREAS/IRS,"Form 8879-C, IRS e-file Signature Authorization for Form 1120; Form 8879-I, IRS e-file Signature Authorization For Form 1120-F",Extension without change of a currently approved collection,7/31/2013 0:00,9/11/2013 0:00,Approved without change,9/30/2016 0:00,2,2,2016,201307-1545-039,Discontinue,9/20/2016,9/20/2016,Approved,2016
1545-1866,TREAS/IRS,U.S. and Foreign Corporation Income Tax Declaration for an IRS e-file Return,Extension without change of a currently approved collection,7/30/2013 0:00,9/11/2013 0:00,Approved without change,4/29/2016 0:00,2,2,2016,201307-1545-034,Discontinue,4/22/2016,4/29/2016,Approved,2016
1545-1867,TREAS/IRS,Form 8453-S - U.S. S Corporation Income Tax Declaration for an IRS e-file Return,Extension without change of a currently approved collection,7/30/2013 0:00,9/11/2013 0:00,Approved without change,9/30/2016 0:00,1,1,2016,201307-1545-040,Discontinue,9/21/2016,9/21/2016,Approved,2016
1545-1868,TREAS/IRS,REG-116664-01 (TD 9300 - final) Guidance to Facilitate Business Electronic Filing,Extension without change of a currently approved collection,7/30/2013 0:00,9/11/2013 0:00,Approved without change,9/30/2016 0:00,1,0,2016,201305-1545-030,Discontinue,9/30/2016,9/30/2016,Approved,2016
1545-1869,TREAS/IRS,Information Return for Acquisition of Control or Substantial Change in Capital Structure,Extension without change of a currently approved collection,9/30/2013 0:00,12/4/2013 0:00,Approved without change,12/31/2016 0:00,1,1,2016,201308-1545-073,Discontinue,12/6/2016,12/7/2016,Approved,2016
1545-1989,TREAS/IRS,Notice 2009-53 - Credit for Nonbusiness Energy Property,Extension without change of a currently approved collection,11/26/2012 0:00,1/28/2013 0:00,Approved without change,1/31/2016 0:00,1,0,2016,201210-1545-028,Discontinue,1/29/2016,1/29/2016,Approved,2016
1545-2000,TREAS/IRS,"Notice 2006-40, Credit for Production From Advanced Nuclear Facilities",Extension without change of a currently approved collection,1/31/2013 0:00,3/8/2013 0:00,Approved without change,3/31/2016 0:00,1,0,2016,202202-1545-020,Reinstatement with change of a previously approved collection,7/21/2023,10/6/2023,Approved without change,2023
1545-2005,TREAS/IRS,Restaurant Tips --Attributed Tip Income Program (ATIP),Extension without change of a currently approved collection,11/30/2012 0:00,1/29/2013 0:00,Approved without change,1/31/2016 0:00,1,0,2016,201211-1545-011,Discontinue,1/29/2016,1/29/2016,Approved,2016
1545-2023,TREAS/IRS,Modernized e-File--Non-compliance with Mandate for Large Corporations to file electronically,Extension without change of a currently approved collection,4/29/2013 0:00,6/26/2013 0:00,Approved without change,6/30/2016 0:00,1,0,2016,201304-1545-014,Discontinue,6/24/2016,6/24/2016,Approved,2016
1545-2033,TREAS/IRS,"Notice 2006-83, Chapter 11 Bankruptcy Cases",Extension without change of a currently approved collection,7/31/2013 0:00,9/11/2013 0:00,Approved without change,9/30/2016 0:00,1,0,2016,201305-1545-032,Discontinue,9/14/2016,9/15/2016,Approved,2016
1545-2034,TREAS/IRS,U.S. Partnership Declaration for an IRS e-file Return,Extension without change of a currently approved collection,8/29/2013 0:00,10/25/2013 0:00,Approved without change,10/31/2016 0:00,1,1,2016,201304-1545-035,Discontinue,10/13/2016,10/18/2016,Approved,2016
1545-2041,TREAS/IRS,Expenses Paid by Certain Whaling Captains in Support of Native Alaskan Subsistence Whaling,Extension without change of a currently approved collection,9/30/2013 0:00,11/19/2013 0:00,Approved without change,12/2/2016 0:00,1,0,2016,201309-1545-015,Discontinue,11/9/2016,12/2/2016,Approved,2016
1545-2042,TREAS/IRS,IRS e-file Signature Authorization for Form 1065,Extension without change of a currently approved collection,9/30/2013 0:00,12/2/2013 0:00,Approved without change,12/31/2016 0:00,1,1,2016,201308-1545-032,Discontinue,12/1/2016,12/2/2016,Approved,2016
1545-2043,TREAS/IRS,"Form 8879-B, IRS e-file Signature Authorization for Form 1065-B",Extension without change of a currently approved collection,9/30/2013 0:00,11/19/2013 0:00,Approved without change,12/2/2016 0:00,1,1,2016,201308-1545-063,Discontinue,11/22/2016,12/2/2016,Approved,2016
1545-2055,TREAS/IRS,Energy Efficient Appliance Credit,Extension without change of a currently approved collection,11/27/2013 0:00,2/20/2014 0:00,Approved without change,6/1/2016 0:00,1,1,2016,201308-1545-070,Discontinue,5/27/2016,6/1/2016,Approved,2016
1545-2061,TREAS/IRS,Supplemental Attachment to Schedule M-3,Extension without change of a currently approved collection,1/31/2014 0:00,4/18/2014 0:00,Approved without change,4/29/2016 0:00,1,1,2016,201308-1545-053,Discontinue,4/22/2016,4/29/2016,Approved,2016
1545-2077,TREAS/IRS,EFTPS Individual Enrollment with Third Party Authorization Form,Extension without change of a currently approved collection,7/31/2013 0:00,9/11/2013 0:00,Approved without change,9/30/2016 0:00,1,1,2016,201307-1545-052,Discontinue,9/16/2016,9/16/2016,Approved,2016
1545-2148,TREAS/IRS,Form 8928 - Return of Certain Excise Taxes Under Chapter 43 of the Internal Revenue Code,Extension without change of a currently approved collection,2/11/2013 0:00,3/20/2013 0:00,Approved without change,3/31/2016 0:00,1,1,2016,201301-1545-015,Discontinue,3/18/2016,3/18/2016,Approved,2016
1545-2152,TREAS/IRS,The Health Coverage Tax Credit (HCTC) Reimbursement Request Form,Extension without change of a currently approved collection,3/28/2013 0:00,5/16/2013 0:00,Approved without change,5/31/2016 0:00,1,1,2016,202111-1545-022,Discontinue,4/22/2025,4/24/2025,Approved,2025
1545-2162,TREAS/IRS,Form - 14117 - HCTC Medicare Family Member Registration Form,Revision of a currently approved collection,8/29/2013 0:00,11/26/2013 0:00,Approved without change,12/2/2016 0:00,1,1,2016,201308-1545-008,Discontinue,11/22/2016,12/2/2016,Approved,2016
1545-2163,TREAS/IRS,Form 14116 - HCTC - Family Member Eligibility Form,Extension without change of a currently approved collection,9/30/2013 0:00,12/3/2013 0:00,Approved without change,12/2/2016 0:00,1,1,2016,201308-1545-034,Discontinue,12/1/2016,12/2/2016,Approved,2016
1557-0202,TREAS/OCC,Loans in Areas Having Special Flood Hazards,Extension without change of a currently approved collection,9/15/2014 0:00,11/28/2014 0:00,Approved without change,8/31/2016 0:00,1,0,2016,201407-1557-008,Discontinue,8/3/2016,8/4/2016,Approved,2016
1557-0226,TREAS/OCC,OCC Policy Communications Questionnaire,Extension without change of a currently approved collection,4/23/2014 0:00,7/6/2014 0:00,Approved without change,10/31/2016 0:00,1,1,2016,201403-1557-001,Discontinue,10/5/2016,10/7/2016,Approved,2016
1557-0317,TREAS/OCC,Lending Limits,Revision of a currently approved collection,11/21/2013 0:00,3/24/2014 0:00,Approved without change,9/30/2016 0:00,1,0,2016,201310-1557-004,Discontinue,8/22/2016,8/26/2016,Approved,2016
1557-0329,TREAS/OCC,Domestic Credit Card Data,Existing collection in use without an OMB Control Number,6/22/2015 0:00,9/25/2015 0:00,Approved without change,8/31/2016 0:00,1,1,2016,201409-1557-001,Discontinue,8/3/2016,8/4/2016,Approved,2016
1557-0330,TREAS/OCC,Domestic Residential Home Equity Lending Data,Existing collection in use without an OMB Control Number,6/22/2015 0:00,9/25/2015 0:00,Approved without change,8/31/2016 0:00,1,4,2016,201409-1557-002,Discontinue,8/3/2016,8/4/2016,Approved,2016
1615-0022,DHS/USCIS,Request to Enforce Affidavit of Financial Support and Intent to Petition for Custody for Pub. L. 97-359 Amerasian,Extension without change of a currently approved collection,12/22/2014 0:00,2/2/2015 0:00,Approved without change,3/31/2016 0:00,1,1,2016,201412-1615-001,Discontinue,3/25/2016,3/28/2016,Approved,2016
1615-0064,DHS/USCIS,Special Immigrant Visas for Fourth Preference Employment-Based Broadcasters,Extension without change of a currently approved collection,12/22/2014 0:00,2/2/2015 0:00,Approved without change,12/31/2016 0:00,1,0,2016,201411-1615-004,Discontinue,12/14/2016,12/20/2016,Approved,2016
1615-0090,DHS/USCIS,Application for Status as a Temporary Resident Under Section 245A of the Immigration and Nationality Act,Extension without change of a currently approved collection,1/28/2015 0:00,3/30/2015 0:00,Approved with change,8/31/2016 0:00,2,2,2016,201501-1615-005,Discontinue,8/10/2016,8/12/2016,Approved,2016
1615-0097,DHS/USCIS,Sworn Statement of Refugee Applying for Admission to the United States,Extension without change of a currently approved collection,11/26/2014 0:00,12/24/2014 0:00,Approved without change,12/31/2016 0:00,1,1,2016,201411-1615-007,Discontinue,12/14/2016,12/28/2016,Approved,2016
1615-0128,DHS/USCIS,E-Verify Program Data Collections,New collection (Request for a new OMB Control Number),6/25/2013 0:00,8/15/2013 0:00,Approved with change,8/31/2016 0:00,2,3,2016,201304-1615-002,Discontinue,8/10/2016,8/12/2016,Approved,2016
1615-0129,DHS/USCIS,Online Survey of Web Services Employers,New collection (Request for a new OMB Control Number),1/15/2014 0:00,4/18/2014 0:00,Approved with change,3/31/2016 0:00,3,0,2016,201310-1615-001,Discontinue,2/29/2016,3/1/2016,Approved,2016
1651-0125,DHS/USCBP,Dominican Republic-Central America-U.S Free Trade Agreement (CAFTA-DR),Extension without change of a currently approved collection,9/30/2014 0:00,11/26/2014 0:00,Approved without change,1/31/2016 0:00,1,0,2016,201408-1651-001,Discontinue,1/12/2016,1/12/2016,Approved,2016
1652-0006,DHS/TSA,"Employment Standards, 49 CFR parts 1542 and 1544",Extension without change of a currently approved collection,5/31/2012 0:00,3/8/2013 0:00,Approved with change,10/4/2016 0:00,2,0,2016,201205-1652-003,Discontinue,3/14/2016,10/4/2016,Approved,2016
1653-0047,DHS/USICE,287(g) Program Candidate Questionniare,No material or nonsubstantive change to a currently approved collection,1/14/2014 0:00,3/10/2014 0:00,Approved without change,8/31/2016 0:00,1,1,2016,201312-1653-004,Discontinue,8/31/2016,8/31/2016,Approved,2016
1660-0087,DHS/FEMA,PrepCAST,Revision of a currently approved collection,1/30/2013 0:00,4/18/2013 0:00,Approved without change,5/12/2016 0:00,3,0,2016,201110-1660-004,Discontinue,4/21/2016,5/12/2016,Approved,2016
1660-0089,DHS/FEMA,FEMA Mitigation Success Story Database,Extension without change of a currently approved collection,1/23/2014 0:00,4/1/2014 0:00,Approved without change,12/21/2016 0:00,2,1,2016,201311-1660-004,Discontinue,12/6/2016,12/21/2016,Approved,2016
1660-0119,DHS/FEMA,FEMA Preparedness Grants: Operation Stonegarden (OPSG),Extension without change of a currently approved collection,11/20/2013 0:00,1/3/2014 0:00,Approved without change,8/5/2016 0:00,2,2,2016,201310-1660-001,Discontinue,8/2/2016,8/5/2016,Approved,2016
1660-0123,DHS/FEMA,FEMA Preparedness Grants: Regional Catastrophic Preparedness Grant Program (RCPGP),Extension without change of a currently approved collection,12/27/2013 0:00,3/6/2014 0:00,Approved with change,12/31/2016 0:00,4,3,2016,201310-1660-004,Discontinue,12/16/2016,12/29/2016,Approved,2016
1810-0696,ED/OESE,Early Reading First: Grant Performance Report,Extension without change of a currently approved collection,11/30/2012 0:00,1/10/2013 0:00,Approved without change,1/31/2016 0:00,1,1,2016,201211-1810-002,Discontinue,8/24/2015,8/24/2015,Approved,2015
1810-0702,ED/OESE,"Evaluation and Accountability Report for Title II, Part D (Ed Tech) of ESEA",Extension without change of a currently approved collection,6/25/2013 0:00,8/5/2013 0:00,Approved without change,6/30/2016 0:00,1,0,2016,201306-1810-002,Discontinue,6/1/2016,6/8/2016,Approved,2016
1810-0712,ED/OESE,Technical Assistance to Promote the Implementation of Re-Engagement Centers for Out-of-school youth,New collection (Request for a new OMB Control Number),6/1/2016 0:00,9/19/2013 0:00,Approved,6/30/2016 0:00,5,0,2016,201308-1810-001,Discontinue,6/1/2016,6/8/2016,Approved,2016
1810-0720,ED/OESE,Race to the Top District Application for Funding,Reinstatement with change of a previously approved collection,10/3/2014 0:00,10/3/2014 0:00,Approved without change,11/30/2016 0:00,1,1,2016,201410-1810-002,Discontinue,11/17/2016,11/17/2016,Approved,2016
1820-0500,ED/OSERS,Title I State Plan for Vocational Rehabilitation Services and Title VI-Part B Supplement for Supported Employment Services.,Extension without change of a currently approved collection,12/12/2012 0:00,3/15/2013 0:00,Approved without change,8/31/2016 0:00,1,1,2016,201212-1820-002,Discontinue,8/4/2016,8/15/2016,Approved,2016
1820-0696,ED/OSERS,Study of the Delivery of Services under the State Vocational Rehabilitation Grants Program,New collection (Request for a new OMB Control Number),6/25/2013 0:00,9/25/2013 0:00,Approved without change,5/31/2016 0:00,1,1,2016,201306-1820-001,Discontinue,5/2/2016,5/13/2016,Approved,2016
1830-0026,ED/OCTAE,Adult Education and Family Literacy Act State Plan (PL 105-220),No material or nonsubstantive change to a currently approved collection,11/24/2014 0:00,12/10/2014 0:00,Approved without change,3/31/2016 0:00,1,1,2016,201411-1830-001,Discontinue,3/1/2016,3/3/2016,Approved,2016
1840-0630,ED/OPE,Annual Performance Report and Certification of Financial Need for the Jacob K. Javits Fellowship Program,Extension without change of a currently approved collection,11/14/2013 0:00,1/15/2014 0:00,Approved without change,10/31/2016 0:00,1,1,2016,201311-1840-001,Discontinue,8/15/2016,8/15/2016,Approved,2016
1840-0737,ED/OPE,Child Care Access Means Parents in School Application Package,Reinstatement with change of a previously approved collection,4/3/2013 0:00,5/13/2013 0:00,Approved without change,5/31/2016 0:00,1,1,2016,202303-1840-003,Reinstatement with change of a previously approved collection,4/5/2023,5/9/2023,Approved without change,2023
1840-0752,ED/OPE,Jacob K. Javits Fellowship Program Final Performance Report,Extension without change of a currently approved collection,11/14/2013 0:00,1/15/2014 0:00,Approved without change,10/31/2016 0:00,1,1,2016,201311-1840-002,Discontinue,8/15/2016,8/15/2016,Approved,2016
1840-0781,ED/OPE,Annual Student Activities Report,Extension without change of a currently approved collection,4/21/2014 0:00,6/5/2014 0:00,Approved without change,10/31/2016 0:00,1,1,2016,201404-1840-003,Discontinue,8/15/2016,8/15/2016,Approved,2016
1840-0812,ED/OPE,Application for Grants Under the Predominantly Black Institutions Program,Extension without change of a currently approved collection,6/4/2013 0:00,7/18/2013 0:00,Approved without change,7/31/2016 0:00,1,0,2016,202311-1840-003,Extension without change of a currently approved collection,2/12/2024,6/11/2024,Approved without change,2024
